deal_rk,loan_holiday_type_cd,loan_holiday_start_date,loan_holiday_finish_date,loan_holiday_fact_finish_date,loan_holiday_finish_flg,loan_holiday_last_possible_date,effective_from_date,effective_to_date
3743419,2,2023-03-15,,,False,2018-12-20,2023-03-15,2999-12-31
8066483,8,2023-03-15,,,False,2019-04-18,2023-03-15,2999-12-31
4352324,3,2023-03-15,,,False,2019-05-04,2023-03-15,2999-12-31
8859839,8,2023-03-15,,,False,2019-04-19,2023-03-15,2999-12-31
5006499,4,2023-03-15,,,False,2019-07-20,2023-03-15,2999-12-31
5304080,4,2023-03-15,,,False,2018-09-14,2023-03-15,2999-12-31
2531554,1,2023-03-15,,,False,2018-12-23,2023-03-15,2999-12-31
5389787,4,2023-03-15,,,False,2019-06-07,2023-03-15,2999-12-31
4252142,3,2023-03-15,,,False,2019-08-22,2023-03-15,2999-12-31
2485001,1,2023-03-15,,,False,2019-01-22,2023-03-15,2999-12-31
7829776,7,2023-03-15,,,False,2019-10-16,2023-03-15,2999-12-31
4511628,3,2023-03-15,,,False,2018-12-26,2023-03-15,2999-12-31
4765194,3,2023-03-15,,,False,2018-08-20,2023-03-15,2999-12-31
5021822,4,2023-03-15,,,False,2019-05-10,2023-03-15,2999-12-31
2116012,1,2023-03-15,,,False,2019-07-26,2023-03-15,2999-12-31
8862059,8,2023-03-15,,,False,2019-09-29,2023-03-15,2999-12-31
4267921,3,2023-03-15,,,False,2018-04-21,2023-03-15,2999-12-31
3314737,2,2023-03-15,,,False,2019-09-03,2023-03-15,2999-12-31
5400998,4,2023-03-15,,,False,2018-08-07,2023-03-15,2999-12-31
4358182,3,2023-03-15,,,False,2019-07-30,2023-03-15,2999-12-31
4713951,3,2023-03-15,,,False,2019-08-21,2023-03-15,2999-12-31
6253125,5,2023-03-15,,,False,2019-08-05,2023-03-15,2999-12-31
5757491,4,2023-03-15,,,False,2019-08-21,2023-03-15,2999-12-31
8058481,8,2023-03-15,,,False,2019-12-06,2023-03-15,2999-12-31
6464947,5,2023-03-15,,,False,2019-09-05,2023-03-15,2999-12-31
3856065,2,2023-03-15,,,False,2018-04-17,2023-03-15,2999-12-31
7183725,7,2023-03-15,,,False,2018-05-23,2023-03-15,2999-12-31
4393689,3,2023-03-15,,,False,2018-06-22,2023-03-15,2999-12-31
4171852,3,2023-03-15,,,False,2018-12-08,2023-03-15,2999-12-31
7926041,7,2023-03-15,,,False,2018-10-16,2023-03-15,2999-12-31
6638879,5,2023-03-15,,,False,2019-09-29,2023-03-15,2999-12-31
6241566,5,2023-03-15,,,False,2018-11-21,2023-03-15,2999-12-31
6248119,5,2023-03-15,,,False,2018-04-24,2023-03-15,2999-12-31
5369983,4,2023-03-15,,,False,2018-04-30,2023-03-15,2999-12-31
7928884,7,2023-03-15,,,False,2018-12-09,2023-03-15,2999-12-31
5532203,4,2023-03-15,,,False,2019-09-11,2023-03-15,2999-12-31
5912036,4,2023-03-15,,,False,2018-12-17,2023-03-15,2999-12-31
3561170,2,2023-03-15,,,False,2018-07-19,2023-03-15,2999-12-31
2856764,1,2023-03-15,,,False,2020-03-09,2023-03-15,2999-12-31
8346279,8,2023-03-15,,,False,2018-11-06,2023-03-15,2999-12-31
8842074,8,2023-03-15,,,False,2018-11-18,2023-03-15,2999-12-31
4150250,3,2023-03-15,,,False,2019-06-21,2023-03-15,2999-12-31
3369054,2,2023-03-15,,,False,2018-05-19,2023-03-15,2999-12-31
6940178,5,2023-03-15,,,False,2019-10-02,2023-03-15,2999-12-31
3790466,2,2023-03-15,,,False,2018-04-13,2023-03-15,2999-12-31
7909530,7,2023-03-15,,,False,2019-08-15,2023-03-15,2999-12-31
5406175,4,2023-03-15,,,False,2019-02-12,2023-03-15,2999-12-31
5448313,4,2023-03-15,,,False,2019-02-01,2023-03-15,2999-12-31
4955701,3,2023-03-15,,,False,2019-09-18,2023-03-15,2999-12-31
7996396,7,2023-03-15,,,False,2019-02-12,2023-03-15,2999-12-31
7365403,7,2023-03-15,,,False,2018-10-01,2023-03-15,2999-12-31
3437769,2,2023-03-15,,,False,2019-10-06,2023-03-15,2999-12-31
5200881,4,2023-03-15,,,False,2020-01-25,2023-03-15,2999-12-31
4775662,3,2023-03-15,,,False,2018-11-18,2023-03-15,2999-12-31
7758522,7,2023-03-15,,,False,2018-08-14,2023-03-15,2999-12-31
3540142,2,2023-03-15,,,False,2019-08-04,2023-03-15,2999-12-31
7604082,7,2023-03-15,,,False,2019-12-17,2023-03-15,2999-12-31
7555047,7,2023-03-15,,,False,2018-08-02,2023-03-15,2999-12-31
5073787,4,2023-03-15,,,False,2019-12-02,2023-03-15,2999-12-31
8208739,8,2023-03-15,,,False,2019-11-28,2023-03-15,2999-12-31
2384183,1,2023-03-15,,,False,2018-05-14,2023-03-15,2999-12-31
5493579,4,2023-03-15,,,False,2018-11-24,2023-03-15,2999-12-31
8233249,8,2023-03-15,,,False,2018-07-13,2023-03-15,2999-12-31
8751917,8,2023-03-15,,,False,2018-12-02,2023-03-15,2999-12-31
4057932,3,2023-03-15,,,False,2018-12-24,2023-03-15,2999-12-31
5128881,4,2023-03-15,,,False,2020-02-04,2023-03-15,2999-12-31
2302220,1,2023-03-15,,,False,2019-05-01,2023-03-15,2999-12-31
3767197,2,2023-03-15,,,False,2018-06-28,2023-03-15,2999-12-31
8528838,8,2023-03-15,,,False,2019-04-06,2023-03-15,2999-12-31
3213636,2,2023-03-15,,,False,2019-06-01,2023-03-15,2999-12-31
2963106,1,2023-03-15,,,False,2019-07-16,2023-03-15,2999-12-31
2838133,1,2023-03-15,,,False,2018-11-29,2023-03-15,2999-12-31
6109579,5,2023-03-15,,,False,2019-06-10,2023-03-15,2999-12-31
2928099,1,2023-03-15,,,False,2019-01-04,2023-03-15,2999-12-31
3666808,2,2023-03-15,,,False,2018-12-09,2023-03-15,2999-12-31
8793548,8,2023-03-15,,,False,2019-08-16,2023-03-15,2999-12-31
4557040,3,2023-03-15,,,False,2019-05-05,2023-03-15,2999-12-31
8065453,8,2023-03-15,,,False,2018-10-06,2023-03-15,2999-12-31
6540765,5,2023-03-15,,,False,2018-09-18,2023-03-15,2999-12-31
5068898,4,2023-03-15,,,False,2018-08-11,2023-03-15,2999-12-31
4689831,3,2023-03-15,,,False,2018-12-13,2023-03-15,2999-12-31
3155863,2,2023-03-15,,,False,2019-03-08,2023-03-15,2999-12-31
3685281,2,2023-03-15,,,False,2019-09-21,2023-03-15,2999-12-31
3334557,2,2023-03-15,,,False,2019-06-24,2023-03-15,2999-12-31
7425269,7,2023-03-15,,,False,2019-10-09,2023-03-15,2999-12-31
7481639,7,2023-03-15,,,False,2019-06-11,2023-03-15,2999-12-31
2176885,1,2023-03-15,,,False,2019-01-14,2023-03-15,2999-12-31
2400942,1,2023-03-15,,,False,2019-04-16,2023-03-15,2999-12-31
2383043,1,2023-03-15,,,False,2018-07-09,2023-03-15,2999-12-31
4967264,3,2023-03-15,,,False,2020-02-11,2023-03-15,2999-12-31
5891071,4,2023-03-15,,,False,2018-07-01,2023-03-15,2999-12-31
2215903,1,2023-03-15,,,False,2019-01-14,2023-03-15,2999-12-31
4702780,3,2023-03-15,,,False,2020-01-29,2023-03-15,2999-12-31
7545347,7,2023-03-15,,,False,2019-06-07,2023-03-15,2999-12-31
7155032,7,2023-03-15,,,False,2018-09-23,2023-03-15,2999-12-31
3188217,2,2023-03-15,,,False,2019-09-27,2023-03-15,2999-12-31
7692738,7,2023-03-15,,,False,2018-08-14,2023-03-15,2999-12-31
4924899,3,2023-03-15,,,False,2019-05-05,2023-03-15,2999-12-31
7788061,7,2023-03-15,,,False,2020-02-06,2023-03-15,2999-12-31
8690761,8,2023-03-15,,,False,2019-08-26,2023-03-15,2999-12-31
7577132,7,2023-03-15,,,False,2019-06-04,2023-03-15,2999-12-31
2327324,1,2023-03-15,,,False,2018-12-27,2023-03-15,2999-12-31
8257489,8,2023-03-15,,,False,2018-12-04,2023-03-15,2999-12-31
3352891,2,2023-03-15,,,False,2019-07-14,2023-03-15,2999-12-31
8977096,8,2023-03-15,,,False,2019-08-01,2023-03-15,2999-12-31
4859679,3,2023-03-15,,,False,2018-07-17,2023-03-15,2999-12-31
5992035,4,2023-03-15,,,False,2018-08-21,2023-03-15,2999-12-31
8783368,8,2023-03-15,,,False,2019-08-20,2023-03-15,2999-12-31
2297846,1,2023-03-15,,,False,2019-04-19,2023-03-15,2999-12-31
3792077,2,2023-03-15,,,False,2019-05-07,2023-03-15,2999-12-31
2176417,1,2023-03-15,,,False,2019-05-27,2023-03-15,2999-12-31
6800298,5,2023-03-15,,,False,2019-06-26,2023-03-15,2999-12-31
3363523,2,2023-03-15,,,False,2018-12-09,2023-03-15,2999-12-31
3920608,2,2023-03-15,,,False,2019-02-21,2023-03-15,2999-12-31
5252578,4,2023-03-15,,,False,2018-10-16,2023-03-15,2999-12-31
3886632,2,2023-03-15,,,False,2020-02-09,2023-03-15,2999-12-31
6423016,5,2023-03-15,,,False,2019-05-19,2023-03-15,2999-12-31
6660678,5,2023-03-15,,,False,2018-12-06,2023-03-15,2999-12-31
3223546,2,2023-03-15,,,False,2020-01-29,2023-03-15,2999-12-31
4201083,3,2023-03-15,,,False,2019-04-14,2023-03-15,2999-12-31
5956206,4,2023-03-15,,,False,2018-08-08,2023-03-15,2999-12-31
6395711,5,2023-03-15,,,False,2019-11-03,2023-03-15,2999-12-31
2062913,1,2023-03-15,,,False,2019-11-20,2023-03-15,2999-12-31
4097988,3,2023-03-15,,,False,2019-01-10,2023-03-15,2999-12-31
4588283,3,2023-03-15,,,False,2018-09-16,2023-03-15,2999-12-31
7939208,7,2023-03-15,,,False,2019-03-21,2023-03-15,2999-12-31
6997542,5,2023-03-15,,,False,2019-12-14,2023-03-15,2999-12-31
4624307,3,2023-03-15,,,False,2019-06-15,2023-03-15,2999-12-31
8071505,8,2023-03-15,,,False,2018-10-09,2023-03-15,2999-12-31
8748705,8,2023-03-15,,,False,2019-08-11,2023-03-15,2999-12-31
5107227,4,2023-03-15,,,False,2018-08-29,2023-03-15,2999-12-31
7449375,7,2023-03-15,,,False,2019-01-03,2023-03-15,2999-12-31
4047328,3,2023-03-15,,,False,2019-09-19,2023-03-15,2999-12-31
2168642,1,2023-03-15,,,False,2019-06-06,2023-03-15,2999-12-31
4576291,3,2023-03-15,,,False,2018-10-14,2023-03-15,2999-12-31
8767900,8,2023-03-15,,,False,2018-05-14,2023-03-15,2999-12-31
3723212,2,2023-03-15,,,False,2018-07-16,2023-03-15,2999-12-31
8951035,8,2023-03-15,,,False,2019-07-24,2023-03-15,2999-12-31
3950334,2,2023-03-15,,,False,2020-03-27,2023-03-15,2999-12-31
8521109,8,2023-03-15,,,False,2018-05-27,2023-03-15,2999-12-31
8213156,8,2023-03-15,,,False,2020-03-22,2023-03-15,2999-12-31
6347849,5,2023-03-15,,,False,2019-08-08,2023-03-15,2999-12-31
2393763,1,2023-03-15,,,False,2020-02-12,2023-03-15,2999-12-31
6122520,5,2023-03-15,,,False,2019-11-07,2023-03-15,2999-12-31
5962926,4,2023-03-15,,,False,2018-07-08,2023-03-15,2999-12-31
3642669,2,2023-03-15,,,False,2019-12-18,2023-03-15,2999-12-31
2931352,1,2023-03-15,,,False,2019-11-28,2023-03-15,2999-12-31
6946903,5,2023-03-15,,,False,2020-02-19,2023-03-15,2999-12-31
5401542,4,2023-03-15,,,False,2018-10-19,2023-03-15,2999-12-31
5825071,4,2023-03-15,,,False,2018-09-24,2023-03-15,2999-12-31
3429253,2,2023-03-15,,,False,2018-12-10,2023-03-15,2999-12-31
4930938,3,2023-03-15,,,False,2019-08-17,2023-03-15,2999-12-31
8167581,8,2023-03-15,,,False,2018-08-22,2023-03-15,2999-12-31
8779857,8,2023-03-15,,,False,2018-05-20,2023-03-15,2999-12-31
8694777,8,2023-03-15,,,False,2018-07-19,2023-03-15,2999-12-31
7461127,7,2023-03-15,,,False,2019-08-21,2023-03-15,2999-12-31
7143213,7,2023-03-15,,,False,2020-01-01,2023-03-15,2999-12-31
8007690,8,2023-03-15,,,False,2018-10-14,2023-03-15,2999-12-31
5832259,4,2023-03-15,,,False,2018-11-16,2023-03-15,2999-12-31
2270485,1,2023-03-15,,,False,2019-11-21,2023-03-15,2999-12-31
7752270,7,2023-03-15,,,False,2019-12-13,2023-03-15,2999-12-31
5145359,4,2023-03-15,,,False,2019-07-11,2023-03-15,2999-12-31
8868281,8,2023-03-15,,,False,2018-12-16,2023-03-15,2999-12-31
2634797,1,2023-03-15,,,False,2018-05-05,2023-03-15,2999-12-31
3247328,2,2023-03-15,,,False,2019-03-27,2023-03-15,2999-12-31
4190953,3,2023-03-15,,,False,2019-03-10,2023-03-15,2999-12-31
3504703,2,2023-03-15,,,False,2020-02-24,2023-03-15,2999-12-31
3669699,2,2023-03-15,,,False,2018-04-25,2023-03-15,2999-12-31
6570874,5,2023-03-15,,,False,2019-12-04,2023-03-15,2999-12-31
5837664,4,2023-03-15,,,False,2019-02-12,2023-03-15,2999-12-31
7274533,7,2023-03-15,,,False,2020-03-16,2023-03-15,2999-12-31
2589257,1,2023-03-15,,,False,2019-08-04,2023-03-15,2999-12-31
2029247,1,2023-03-15,,,False,2018-12-25,2023-03-15,2999-12-31
3805148,2,2023-03-15,,,False,2019-01-11,2023-03-15,2999-12-31
2260509,1,2023-03-15,,,False,2020-02-06,2023-03-15,2999-12-31
5333360,4,2023-03-15,,,False,2020-02-08,2023-03-15,2999-12-31
8318162,8,2023-03-15,,,False,2018-12-23,2023-03-15,2999-12-31
7283616,7,2023-03-15,,,False,2019-02-01,2023-03-15,2999-12-31
6035054,5,2023-03-15,,,False,2018-09-20,2023-03-15,2999-12-31
5733929,4,2023-03-15,,,False,2019-11-11,2023-03-15,2999-12-31
4902601,3,2023-03-15,,,False,2018-06-28,2023-03-15,2999-12-31
2328144,1,2023-03-15,,,False,2019-12-24,2023-03-15,2999-12-31
8407469,8,2023-03-15,,,False,2019-09-13,2023-03-15,2999-12-31
5630295,4,2023-03-15,,,False,2019-04-20,2023-03-15,2999-12-31
5833962,4,2023-03-15,,,False,2019-09-03,2023-03-15,2999-12-31
6847958,5,2023-03-15,,,False,2019-12-13,2023-03-15,2999-12-31
7652776,7,2023-03-15,,,False,2019-05-29,2023-03-15,2999-12-31
4974677,3,2023-03-15,,,False,2018-06-01,2023-03-15,2999-12-31
3208965,2,2023-03-15,,,False,2019-03-20,2023-03-15,2999-12-31
8181651,8,2023-03-15,,,False,2020-01-16,2023-03-15,2999-12-31
6945482,5,2023-03-15,,,False,2020-01-10,2023-03-15,2999-12-31
2369121,1,2023-03-15,,,False,2019-12-24,2023-03-15,2999-12-31
2684459,1,2023-03-15,,,False,2019-10-11,2023-03-15,2999-12-31
7813810,7,2023-03-15,,,False,2018-11-30,2023-03-15,2999-12-31
3440421,2,2023-03-15,,,False,2019-01-26,2023-03-15,2999-12-31
7788984,7,2023-03-15,,,False,2020-02-19,2023-03-15,2999-12-31
4535854,3,2023-03-15,,,False,2018-08-02,2023-03-15,2999-12-31
8463360,8,2023-03-15,,,False,2020-02-25,2023-03-15,2999-12-31
7234680,7,2023-03-15,,,False,2018-06-30,2023-03-15,2999-12-31
4921860,3,2023-03-15,,,False,2020-02-22,2023-03-15,2999-12-31
3622354,2,2023-03-15,,,False,2019-10-13,2023-03-15,2999-12-31
5270351,4,2023-03-15,,,False,2019-01-19,2023-03-15,2999-12-31
3968028,2,2023-03-15,,,False,2019-06-11,2023-03-15,2999-12-31
4129343,3,2023-03-15,,,False,2019-09-22,2023-03-15,2999-12-31
4268548,3,2023-03-15,,,False,2019-04-29,2023-03-15,2999-12-31
3895303,2,2023-03-15,,,False,2018-11-29,2023-03-15,2999-12-31
6316125,5,2023-03-15,,,False,2019-11-02,2023-03-15,2999-12-31
3741622,2,2023-03-15,,,False,2019-01-19,2023-03-15,2999-12-31
8605598,8,2023-03-15,,,False,2018-07-01,2023-03-15,2999-12-31
4086014,3,2023-03-15,,,False,2018-06-29,2023-03-15,2999-12-31
8129091,8,2023-03-15,,,False,2019-03-10,2023-03-15,2999-12-31
8473649,8,2023-03-15,,,False,2019-09-22,2023-03-15,2999-12-31
6982223,5,2023-03-15,,,False,2019-11-21,2023-03-15,2999-12-31
6823142,5,2023-03-15,,,False,2018-10-10,2023-03-15,2999-12-31
5331160,4,2023-03-15,,,False,2019-11-19,2023-03-15,2999-12-31
8258548,8,2023-03-15,,,False,2018-07-22,2023-03-15,2999-12-31
4992278,3,2023-03-15,,,False,2019-06-10,2023-03-15,2999-12-31
3454392,2,2023-03-15,,,False,2020-03-14,2023-03-15,2999-12-31
7941372,7,2023-03-15,,,False,2018-11-12,2023-03-15,2999-12-31
3044847,2,2023-03-15,,,False,2019-03-04,2023-03-15,2999-12-31
5053474,4,2023-03-15,,,False,2019-01-16,2023-03-15,2999-12-31
2462291,1,2023-03-15,,,False,2019-10-22,2023-03-15,2999-12-31
7147871,7,2023-03-15,,,False,2019-08-10,2023-03-15,2999-12-31
7785743,7,2023-03-15,,,False,2018-11-23,2023-03-15,2999-12-31
6939001,5,2023-03-15,,,False,2019-08-02,2023-03-15,2999-12-31
4360969,3,2023-03-15,,,False,2018-09-01,2023-03-15,2999-12-31
6825277,5,2023-03-15,,,False,2019-07-12,2023-03-15,2999-12-31
7503709,7,2023-03-15,,,False,2018-07-12,2023-03-15,2999-12-31
7990875,7,2023-03-15,,,False,2020-01-31,2023-03-15,2999-12-31
7565898,7,2023-03-15,,,False,2019-01-19,2023-03-15,2999-12-31
8439439,8,2023-03-15,,,False,2018-05-13,2023-03-15,2999-12-31
6635375,5,2023-03-15,,,False,2020-03-20,2023-03-15,2999-12-31
7659612,7,2023-03-15,,,False,2019-09-22,2023-03-15,2999-12-31
6778699,5,2023-03-15,,,False,2020-01-27,2023-03-15,2999-12-31
7653752,7,2023-03-15,,,False,2019-06-06,2023-03-15,2999-12-31
7311490,7,2023-03-15,,,False,2019-01-17,2023-03-15,2999-12-31
3195817,2,2023-03-15,,,False,2018-08-28,2023-03-15,2999-12-31
5979458,4,2023-03-15,,,False,2018-08-13,2023-03-15,2999-12-31
5444002,4,2023-03-15,,,False,2018-04-30,2023-03-15,2999-12-31
2892492,1,2023-03-15,,,False,2019-04-07,2023-03-15,2999-12-31
4370248,3,2023-03-15,,,False,2019-11-10,2023-03-15,2999-12-31
7928768,7,2023-03-15,,,False,2018-06-02,2023-03-15,2999-12-31
7622438,7,2023-03-15,,,False,2020-03-06,2023-03-15,2999-12-31
2360158,1,2023-03-15,,,False,2019-03-20,2023-03-15,2999-12-31
2819684,1,2023-03-15,,,False,2018-06-30,2023-03-15,2999-12-31
4455080,3,2023-03-15,,,False,2018-08-26,2023-03-15,2999-12-31
2910453,1,2023-03-15,,,False,2019-03-11,2023-03-15,2999-12-31
7073044,7,2023-03-15,,,False,2018-10-28,2023-03-15,2999-12-31
3320703,2,2023-03-15,,,False,2018-09-06,2023-03-15,2999-12-31
5797516,4,2023-03-15,,,False,2019-07-30,2023-03-15,2999-12-31
2911695,1,2023-03-15,,,False,2019-03-16,2023-03-15,2999-12-31
2914527,1,2023-03-15,,,False,2019-09-29,2023-03-15,2999-12-31
5428039,4,2023-03-15,,,False,2020-03-26,2023-03-15,2999-12-31
4309346,3,2023-03-15,,,False,2018-12-23,2023-03-15,2999-12-31
6126046,5,2023-03-15,,,False,2019-03-27,2023-03-15,2999-12-31
5384549,4,2023-03-15,,,False,2018-05-05,2023-03-15,2999-12-31
7366397,7,2023-03-15,,,False,2019-01-23,2023-03-15,2999-12-31
2882259,1,2023-03-15,,,False,2018-08-05,2023-03-15,2999-12-31
8186738,8,2023-03-15,,,False,2020-03-15,2023-03-15,2999-12-31
2008603,1,2023-03-15,,,False,2018-10-24,2023-03-15,2999-12-31
6019291,5,2023-03-15,,,False,2019-10-01,2023-03-15,2999-12-31
2387899,1,2023-03-15,,,False,2019-08-21,2023-03-15,2999-12-31
7474646,7,2023-03-15,,,False,2019-01-14,2023-03-15,2999-12-31
7007502,7,2023-03-15,,,False,2019-02-14,2023-03-15,2999-12-31
2967951,1,2023-03-15,,,False,2018-08-25,2023-03-15,2999-12-31
6996339,5,2023-03-15,,,False,2019-12-29,2023-03-15,2999-12-31
3652011,2,2023-03-15,,,False,2020-03-06,2023-03-15,2999-12-31
6750394,5,2023-03-15,,,False,2019-04-02,2023-03-15,2999-12-31
8338664,8,2023-03-15,,,False,2019-03-29,2023-03-15,2999-12-31
4582739,3,2023-03-15,,,False,2018-11-23,2023-03-15,2999-12-31
4783159,3,2023-03-15,,,False,2018-11-23,2023-03-15,2999-12-31
2844070,1,2023-03-15,,,False,2020-01-26,2023-03-15,2999-12-31
2460694,1,2023-03-15,,,False,2019-08-02,2023-03-15,2999-12-31
6455444,5,2023-03-15,,,False,2019-03-04,2023-03-15,2999-12-31
6274290,5,2023-03-15,,,False,2019-09-29,2023-03-15,2999-12-31
6009701,5,2023-03-15,,,False,2018-12-05,2023-03-15,2999-12-31
8575044,8,2023-03-15,,,False,2019-08-16,2023-03-15,2999-12-31
5737308,4,2023-03-15,,,False,2019-09-17,2023-03-15,2999-12-31
2528021,1,2023-03-15,,,False,2018-08-08,2023-03-15,2999-12-31
6733952,5,2023-03-15,,,False,2019-10-03,2023-03-15,2999-12-31
7323756,7,2023-03-15,,,False,2019-08-12,2023-03-15,2999-12-31
3229490,2,2023-03-15,,,False,2018-11-15,2023-03-15,2999-12-31
7488142,7,2023-03-15,,,False,2018-05-29,2023-03-15,2999-12-31
6124548,5,2023-03-15,,,False,2019-11-21,2023-03-15,2999-12-31
6490317,5,2023-03-15,,,False,2019-03-16,2023-03-15,2999-12-31
3085648,2,2023-03-15,,,False,2018-04-26,2023-03-15,2999-12-31
5568743,4,2023-03-15,,,False,2018-05-11,2023-03-15,2999-12-31
2019029,1,2023-03-15,,,False,2019-12-11,2023-03-15,2999-12-31
7769934,7,2023-03-15,,,False,2019-08-11,2023-03-15,2999-12-31
2313040,1,2023-03-15,,,False,2018-09-26,2023-03-15,2999-12-31
5425272,4,2023-03-15,,,False,2019-07-18,2023-03-15,2999-12-31
2794676,1,2023-03-15,,,False,2018-12-10,2023-03-15,2999-12-31
7608807,7,2023-03-15,,,False,2018-04-30,2023-03-15,2999-12-31
7133424,7,2023-03-15,,,False,2019-06-19,2023-03-15,2999-12-31
2431218,1,2023-03-15,,,False,2019-05-11,2023-03-15,2999-12-31
6382599,5,2023-03-15,,,False,2018-12-07,2023-03-15,2999-12-31
8944362,8,2023-03-15,,,False,2018-05-14,2023-03-15,2999-12-31
2065268,1,2023-03-15,,,False,2019-09-25,2023-03-15,2999-12-31
3214220,2,2023-03-15,,,False,2018-12-27,2023-03-15,2999-12-31
6413803,5,2023-03-15,,,False,2019-12-24,2023-03-15,2999-12-31
5333887,4,2023-03-15,,,False,2019-04-23,2023-03-15,2999-12-31
6745909,5,2023-03-15,,,False,2020-01-03,2023-03-15,2999-12-31
8097248,8,2023-03-15,,,False,2018-07-12,2023-03-15,2999-12-31
7217901,7,2023-03-15,,,False,2018-07-16,2023-03-15,2999-12-31
8721157,8,2023-03-15,,,False,2018-12-06,2023-03-15,2999-12-31
2126097,1,2023-03-15,,,False,2019-06-06,2023-03-15,2999-12-31
2005631,1,2023-03-15,,,False,2018-04-19,2023-03-15,2999-12-31
2898188,1,2023-03-15,,,False,2018-08-27,2023-03-15,2999-12-31
7541392,7,2023-03-15,,,False,2018-08-08,2023-03-15,2999-12-31
2722664,1,2023-03-15,,,False,2018-12-19,2023-03-15,2999-12-31
8899432,8,2023-03-15,,,False,2019-09-27,2023-03-15,2999-12-31
2224804,1,2023-03-15,,,False,2018-11-08,2023-03-15,2999-12-31
4730718,3,2023-03-15,,,False,2019-10-10,2023-03-15,2999-12-31
2328777,1,2023-03-15,,,False,2020-01-07,2023-03-15,2999-12-31
6575505,5,2023-03-15,,,False,2019-09-16,2023-03-15,2999-12-31
8756967,8,2023-03-15,,,False,2020-03-04,2023-03-15,2999-12-31
2801723,1,2023-03-15,,,False,2020-01-12,2023-03-15,2999-12-31
5676803,4,2023-03-15,,,False,2020-03-03,2023-03-15,2999-12-31
3792872,2,2023-03-15,,,False,2019-11-15,2023-03-15,2999-12-31
8397734,8,2023-03-15,,,False,2020-03-05,2023-03-15,2999-12-31
7672422,7,2023-03-15,,,False,2020-03-10,2023-03-15,2999-12-31
5738910,4,2023-03-15,,,False,2018-12-03,2023-03-15,2999-12-31
3581387,2,2023-03-15,,,False,2018-05-12,2023-03-15,2999-12-31
8384857,8,2023-03-15,,,False,2019-08-03,2023-03-15,2999-12-31
2322305,1,2023-03-15,,,False,2019-09-17,2023-03-15,2999-12-31
3343500,2,2023-03-15,,,False,2018-07-30,2023-03-15,2999-12-31
3261559,2,2023-03-15,,,False,2018-11-10,2023-03-15,2999-12-31
2674801,1,2023-03-15,,,False,2019-06-18,2023-03-15,2999-12-31
8569163,8,2023-03-15,,,False,2019-05-15,2023-03-15,2999-12-31
3894166,2,2023-03-15,,,False,2019-06-02,2023-03-15,2999-12-31
5163499,4,2023-03-15,,,False,2018-08-20,2023-03-15,2999-12-31
3646926,2,2023-03-15,,,False,2019-07-14,2023-03-15,2999-12-31
3581933,2,2023-03-15,,,False,2020-03-25,2023-03-15,2999-12-31
5680188,4,2023-03-15,,,False,2018-11-18,2023-03-15,2999-12-31
6772699,5,2023-03-15,,,False,2018-07-17,2023-03-15,2999-12-31
4562509,3,2023-03-15,,,False,2019-05-17,2023-03-15,2999-12-31
7281852,7,2023-03-15,,,False,2018-04-18,2023-03-15,2999-12-31
6573915,5,2023-03-15,,,False,2020-02-15,2023-03-15,2999-12-31
6283298,5,2023-03-15,,,False,2019-08-21,2023-03-15,2999-12-31
8348146,8,2023-03-15,,,False,2019-12-04,2023-03-15,2999-12-31
3307019,2,2023-03-15,,,False,2019-02-16,2023-03-15,2999-12-31
4722298,3,2023-03-15,,,False,2020-03-29,2023-03-15,2999-12-31
4527703,3,2023-03-15,,,False,2020-03-02,2023-03-15,2999-12-31
2764629,1,2023-03-15,,,False,2019-09-03,2023-03-15,2999-12-31
2594431,1,2023-03-15,,,False,2018-09-15,2023-03-15,2999-12-31
4561977,3,2023-03-15,,,False,2019-10-25,2023-03-15,2999-12-31
6572051,5,2023-03-15,,,False,2018-10-15,2023-03-15,2999-12-31
6796722,5,2023-03-15,,,False,2018-08-24,2023-03-15,2999-12-31
6535039,5,2023-03-15,,,False,2018-04-26,2023-03-15,2999-12-31
6336906,5,2023-03-15,,,False,2018-06-08,2023-03-15,2999-12-31
4034469,3,2023-03-15,,,False,2018-07-30,2023-03-15,2999-12-31
7187634,7,2023-03-15,,,False,2018-12-03,2023-03-15,2999-12-31
6457410,5,2023-03-15,,,False,2019-07-14,2023-03-15,2999-12-31
7733594,7,2023-03-15,,,False,2019-08-17,2023-03-15,2999-12-31
3634035,2,2023-03-15,,,False,2019-10-30,2023-03-15,2999-12-31
8165187,8,2023-03-15,,,False,2018-10-01,2023-03-15,2999-12-31
6495508,5,2023-03-15,,,False,2019-03-19,2023-03-15,2999-12-31
5997790,4,2023-03-15,,,False,2018-08-07,2023-03-15,2999-12-31
5647213,4,2023-03-15,,,False,2019-09-09,2023-03-15,2999-12-31
8419901,8,2023-03-15,,,False,2020-03-18,2023-03-15,2999-12-31
4883968,3,2023-03-15,,,False,2019-08-26,2023-03-15,2999-12-31
5561397,4,2023-03-15,,,False,2019-10-27,2023-03-15,2999-12-31
3571901,2,2023-03-15,,,False,2019-06-24,2023-03-15,2999-12-31
2702120,1,2023-03-15,,,False,2018-07-18,2023-03-15,2999-12-31
7666107,7,2023-03-15,,,False,2018-07-07,2023-03-15,2999-12-31
