deal_rk,deal_num,deal_name,deal_sum,client_rk,account_rk,agreement_rk,deal_start_date,department_rk,product_rk,deal_type_cd,effective_from_date,effective_to_date
8855439,490-401-859-617-267,Ипотека,5457511.0,152725,3105672,675246,2022-02-17,24,1860670,4,2023-08-11,2999-12-31
8971315,743-480-412-967-195,Ипотека,4393224.0,439147,3000375,800835,2021-02-22,111,1755444,4,2023-08-11,2999-12-31
8639307,954-720-443-535-879,Ипотека,1121982.0,244948,3226376,512691,2021-08-21,13,1115545,4,2023-08-11,2999-12-31
6347695,697-608-917-199-739,Автокредит,4722158.0,226135,3386003,577991,2020-08-26,29,1910501,8,2023-08-11,2999-12-31
6111231,155-902-224-340-250,Ипотека,4645147.0,481447,3523216,721203,2022-08-16,89,1055019,8,2023-08-11,2999-12-31
4076142,187-271-915-383-501,Кредит наличными со страховкой,2862442.0,340249,3547693,717425,2021-02-22,24,1289726,1,2023-08-11,2999-12-31
3534787,524-554-642-740-681,Кредит наличными со страховкой,5169076.0,428129,3744303,640788,2022-02-17,118,1844327,6,2023-08-11,2999-12-31
3167165,612-964-528-314-691,Кредит наличными со страховкой,1955556.0,163593,3271475,990315,2020-08-26,20,1282221,6,2023-08-11,2999-12-31
8137235,792-686-204-263-307,Кредит наличными со страховкой,3641613.0,309995,3807484,882166,2022-02-17,121,1059759,4,2023-08-11,2999-12-31
8135890,196-111-796-549-257,Кредит наличными со страховкой,2850896.0,158397,3919992,513236,2021-08-21,73,1417218,4,2023-08-11,2999-12-31
8091376,171-131-573-900-785,Автокредит,3515768.0,359295,3496002,797319,2022-08-16,112,1599893,4,2023-08-11,2999-12-31
5974410,994-434-499-223-572,Автокредит,1239525.0,220095,3780221,955758,2022-08-16,112,1946735,2,2023-08-11,2999-12-31
5811321,477-150-360-623-230,Автокредит,2467321.0,440663,3420811,609004,2022-08-16,57,1894386,2,2023-08-11,2999-12-31
6521208,376-928-816-712-581,Кредит наличными со страховкой,5676534.0,437704,3004758,747354,2021-02-22,126,1557889,8,2023-08-11,2999-12-31
5378942,777-345-924-148-963,Автокредит,3513370.0,486347,3906759,576050,2021-08-21,37,1327656,2,2023-08-11,2999-12-31
8934603,905-838-924-867-284,Автокредит,4924277.0,288973,3474471,910603,2022-02-17,22,1633245,4,2023-08-11,2999-12-31
4425149,581-693-207-604-816,Ипотека,1161915.0,435442,3789989,992438,2021-02-22,87,1478555,1,2023-08-11,2999-12-31
4235660,830-762-361-426-580,Кредит наличными со страховкой,768715.0,451492,3223671,552595,2022-08-16,86,1930028,1,2023-08-11,2999-12-31
6642172,886-379-859-619-109,Кредит наличными со страховкой,3425032.0,129247,3841752,813770,2021-02-22,108,1497186,8,2023-08-11,2999-12-31
8527560,912-538-186-506-795,Кредит наличными,3181038.0,357130,3265088,602066,2022-02-17,36,1182331,4,2023-08-11,2999-12-31
3397850,451-808-132-804-238,Ипотека,1544664.0,381524,3318052,929734,2021-08-21,121,1804904,6,2023-08-11,2999-12-31
8341010,350-716-634-940-861,Ипотека,4937817.0,451567,3534926,857906,2021-08-21,28,1605259,4,2023-08-11,2999-12-31
5856316,493-611-862-396-897,Автокредит,4856240.0,445135,3440934,907396,2021-08-21,102,1345083,2,2023-08-11,2999-12-31
7065370,691-362-936-882-830,Кредит наличными со страховкой,842102.0,287884,3959993,815626,2021-08-21,82,1844770,5,2023-08-11,2999-12-31
8857709,669-849-281-563-611,Ипотека,2232520.0,280950,3647864,539591,2021-02-22,35,1504712,4,2023-08-11,2999-12-31
5494397,934-469-122-516-844,Ипотека,4851488.0,235414,3195578,510309,2022-02-17,108,1238513,2,2023-08-11,2999-12-31
5650351,492-251-750-374-580,Автокредит,3116366.0,328836,3584348,658934,2022-08-16,33,1013080,2,2023-08-11,2999-12-31
5251966,276-892-269-473-158,Ипотека,4219613.0,119327,3856227,756103,2020-08-26,27,1082168,2,2023-08-11,2999-12-31
3764933,935-658-460-528-694,Автокредит,3085330.0,410942,3871512,745653,2021-02-22,61,1921606,6,2023-08-11,2999-12-31
3748694,867-218-867-450-862,Автокредит,1239275.0,391289,3859059,818484,2021-02-22,34,1392856,6,2023-08-11,2999-12-31
7375156,654-913-866-960-460,Автокредит,3502699.0,299334,3399227,791524,2021-08-21,89,1222045,5,2023-08-11,2999-12-31
2065980,549-528-142-147-456,Кредит наличными со страховкой,4021775.0,187442,3410454,813484,2021-08-21,126,1907935,3,2023-08-11,2999-12-31
8506735,528-888-568-387-951,Ипотека,1511430.0,408633,3410869,777608,2021-02-22,58,1763004,4,2023-08-11,2999-12-31
6440733,177-108-713-725-801,Автокредит,5262193.0,154080,3303275,899868,2020-08-26,58,1191283,8,2023-08-11,2999-12-31
3840471,398-856-645-410-313,Кредит наличными со страховкой,4557798.0,260621,3427865,742412,2020-08-26,96,1137792,6,2023-08-11,2999-12-31
3921539,706-889-419-399-488,Автокредит,1731761.0,128446,3066573,587824,2020-08-26,128,1919331,6,2023-08-11,2999-12-31
8335889,128-282-489-583-204,Ипотека,733821.0,191891,3616770,782974,2021-08-21,127,1100947,4,2023-08-11,2999-12-31
6377110,932-494-665-619-244,Ипотека,4662303.0,442594,3199328,858411,2022-02-17,118,1538060,8,2023-08-11,2999-12-31
4799558,310-707-723-803-836,Автокредит,3870274.0,435597,3252573,940194,2021-02-22,120,1504497,1,2023-08-11,2999-12-31
8611464,314-492-370-810-133,Кредит наличными со страховкой,3300695.0,328112,3812358,950404,2021-08-21,53,1658515,4,2023-08-11,2999-12-31
4742209,232-864-152-197-184,Кредит наличными,1375439.0,329824,3358063,865887,2021-02-22,23,1412557,1,2023-08-11,2999-12-31
8444413,943-861-895-864-956,Автокредит,2179510.0,390870,3024175,678571,2020-08-26,41,1786145,4,2023-08-11,2999-12-31
4615547,257-351-400-711-515,Кредит наличными,4675603.0,327553,3037785,666390,2021-02-22,68,1854632,1,2023-08-11,2999-12-31
5275797,732-404-465-369-519,Автокредит,3050789.0,399917,3430248,871233,2020-08-26,79,1828097,2,2023-08-11,2999-12-31
8357270,985-452-807-170-841,Ипотека,4581966.0,331579,3504479,701700,2022-02-17,95,1007065,4,2023-08-11,2999-12-31
4453186,761-596-897-600-631,Кредит наличными,5533490.0,466610,3055524,981464,2022-08-16,51,1652146,1,2023-08-11,2999-12-31
7446399,366-420-919-889-252,Кредит наличными со страховкой,621390.0,230981,3926916,574082,2022-08-16,77,1981963,5,2023-08-11,2999-12-31
3673624,520-791-439-225-355,Автокредит,3990051.0,237321,3732771,986678,2022-08-16,18,1115739,6,2023-08-11,2999-12-31
5810190,558-806-616-490-250,Автокредит,1993780.0,376609,3041175,886731,2021-08-21,90,1059275,2,2023-08-11,2999-12-31
5230439,460-371-392-250-175,Кредит наличными со страховкой,1427618.0,225404,3862925,665578,2022-08-16,18,1098140,2,2023-08-11,2999-12-31
2082428,503-975-659-567-967,Ипотека,2898742.0,289256,3981050,828730,2020-08-26,33,1127749,3,2023-08-11,2999-12-31
6710976,699-422-102-879-227,Автокредит,2054892.0,451183,3165065,561720,2022-02-17,117,1754544,8,2023-08-11,2999-12-31
7943345,268-663-346-320-335,Автокредит,3637724.0,386270,3945081,813002,2022-02-17,94,1849929,5,2023-08-11,2999-12-31
5161376,485-185-521-990-145,Автокредит,4665698.0,284834,3498389,753043,2021-08-21,20,1959682,2,2023-08-11,2999-12-31
7459374,643-973-556-641-556,Автокредит,4687953.0,178629,3308012,746013,2021-02-22,12,1529284,5,2023-08-11,2999-12-31
6497481,475-692-898-957-875,Кредит наличными,1985500.0,151666,3253888,621337,2022-08-16,75,1577171,8,2023-08-11,2999-12-31
3404273,570-181-537-215-958,Кредит наличными со страховкой,3717493.0,439301,3009692,734476,2022-08-16,21,1216821,6,2023-08-11,2999-12-31
3870530,497-365-628-261-306,Кредит наличными,4342911.0,306377,3465835,893291,2022-08-16,126,1804125,6,2023-08-11,2999-12-31
6042828,681-873-520-901-336,Ипотека,4944514.0,215588,3930623,954882,2020-08-26,74,1848256,8,2023-08-11,2999-12-31
8249677,571-419-856-797-333,Кредит наличными,3652257.0,182975,3171766,630019,2022-02-17,72,1533142,4,2023-08-11,2999-12-31
6262065,682-633-158-180-688,Кредит наличными,5008295.0,461937,3379246,894568,2021-08-21,93,1256602,8,2023-08-11,2999-12-31
5619818,122-957-190-964-196,Автокредит,1247628.0,164869,3880231,981830,2022-02-17,51,1455920,2,2023-08-11,2999-12-31
5571815,866-427-477-343-178,Автокредит,4622983.0,475513,3428015,619772,2022-02-17,20,1917045,2,2023-08-11,2999-12-31
6878461,106-556-827-818-572,Кредит наличными со страховкой,3957994.0,119963,3179427,995050,2021-02-22,127,1450295,8,2023-08-11,2999-12-31
8196653,822-327-660-270-299,Автокредит,3790952.0,393461,3462057,771915,2022-02-17,15,1086321,4,2023-08-11,2999-12-31
7755485,235-728-782-647-582,Автокредит,2211513.0,467904,3037499,676097,2021-08-21,23,1736817,5,2023-08-11,2999-12-31
4658673,634-881-603-294-528,Кредит наличными со страховкой,4032132.0,390047,3371189,752190,2020-08-26,19,1890140,1,2023-08-11,2999-12-31
4530700,270-846-183-989-550,Ипотека,5040491.0,181516,3904788,681147,2021-08-21,129,1511567,1,2023-08-11,2999-12-31
3186019,165-123-651-874-516,Автокредит,3081251.0,498211,3405249,706051,2021-02-22,27,1485758,6,2023-08-11,2999-12-31
8274702,777-366-429-943-976,Ипотека,725263.0,478813,3480027,520750,2022-08-16,72,1488574,4,2023-08-11,2999-12-31
8787302,803-712-431-260-325,Кредит наличными,3375849.0,486029,3653957,586192,2021-08-21,52,1214279,4,2023-08-11,2999-12-31
7886573,879-395-425-797-290,Кредит наличными со страховкой,2141883.0,394832,3154293,859741,2022-02-17,10,1283269,5,2023-08-11,2999-12-31
5577193,578-885-224-923-522,Кредит наличными со страховкой,4775364.0,131623,3083715,806533,2020-08-26,23,1331195,2,2023-08-11,2999-12-31
3759334,375-987-948-817-254,Ипотека,2317067.0,193292,3298405,531228,2021-02-22,36,1632426,6,2023-08-11,2999-12-31
3077533,366-368-435-143-768,Автокредит,3783346.0,432573,3355272,666927,2022-08-16,79,1482177,6,2023-08-11,2999-12-31
8748402,990-917-212-215-316,Автокредит,3921756.0,482324,3040496,605391,2021-02-22,93,1527808,4,2023-08-11,2999-12-31
6680019,758-378-807-449-610,Ипотека,1803035.0,327543,3949260,511472,2022-02-17,29,1741064,8,2023-08-11,2999-12-31
8335619,802-684-512-439-123,Кредит наличными,1320877.0,366087,3100229,544591,2022-08-16,86,1268396,4,2023-08-11,2999-12-31
6345209,339-102-960-161-658,Кредит наличными,5329338.0,360824,3045776,933685,2022-02-17,35,1400186,8,2023-08-11,2999-12-31
7801950,357-186-366-769-250,Ипотека,2873859.0,352349,3292581,568464,2020-08-26,50,1322319,5,2023-08-11,2999-12-31
7378373,245-623-440-621-317,Автокредит,2318809.0,155199,3835813,979466,2022-02-17,32,1524546,5,2023-08-11,2999-12-31
5384938,930-303-910-883-532,Кредит наличными со страховкой,4071073.0,432002,3559858,798158,2022-02-17,95,1532923,2,2023-08-11,2999-12-31
8097130,829-108-168-678-145,Автокредит,1443889.0,438164,3696531,536719,2022-02-17,63,1108535,4,2023-08-11,2999-12-31
6762810,424-636-516-481-821,Кредит наличными со страховкой,4517107.0,483305,3695227,906394,2021-02-22,101,1449624,8,2023-08-11,2999-12-31
3975838,536-323-331-748-236,Ипотека,3395607.0,191258,3174357,614164,2022-08-16,128,1579598,6,2023-08-11,2999-12-31
7083948,888-247-433-744-655,Кредит наличными со страховкой,5383755.0,169771,3599838,572079,2021-02-22,83,1963023,5,2023-08-11,2999-12-31
3730435,681-710-714-589-812,Автокредит,480571.0,490487,3278337,526074,2021-08-21,73,1275528,6,2023-08-11,2999-12-31
3804720,375-478-391-641-289,Автокредит,2245547.0,166763,3184949,556575,2022-02-17,91,1368531,6,2023-08-11,2999-12-31
3871541,685-430-318-741-242,Ипотека,2296884.0,414913,3207709,665636,2022-02-17,78,1055593,6,2023-08-11,2999-12-31
3665128,765-298-545-299-501,Кредит наличными,2085803.0,132955,3176346,559775,2022-02-17,81,1192562,6,2023-08-11,2999-12-31
8035538,880-310-976-642-570,Автокредит,5424771.0,274869,3078668,519070,2021-02-22,109,1294422,4,2023-08-11,2999-12-31
6150183,467-701-752-510-252,Кредит наличными,2516332.0,397408,3193230,701342,2022-08-16,39,1979350,8,2023-08-11,2999-12-31
7500916,958-585-466-127-134,Кредит наличными со страховкой,5374228.0,419808,3673154,565815,2021-02-22,20,1003819,5,2023-08-11,2999-12-31
6095802,999-916-954-360-477,Кредит наличными,5275030.0,376690,3404455,809251,2021-02-22,59,1291825,8,2023-08-11,2999-12-31
2516943,243-215-157-620-387,Ипотека,4514699.0,463777,3595059,806579,2022-02-17,114,1078893,3,2023-08-11,2999-12-31
3577876,842-440-242-439-629,Кредит наличными со страховкой,450481.0,126183,3664139,958658,2020-08-26,90,1359452,6,2023-08-11,2999-12-31
3953076,798-612-727-543-529,Автокредит,5454771.0,237900,3364179,943003,2020-08-26,72,1043198,6,2023-08-11,2999-12-31
3884520,638-588-779-375-589,Автокредит,4978828.0,161267,3365560,759828,2022-02-17,46,1505236,6,2023-08-11,2999-12-31
3786679,364-915-740-146-635,Кредит наличными,1618314.0,129316,3116075,730349,2021-08-21,41,1847543,6,2023-08-11,2999-12-31
6823867,936-417-202-970-621,Кредит наличными,5088778.0,363239,3541250,664020,2022-08-16,114,1058451,8,2023-08-11,2999-12-31
2189263,210-284-279-125-172,Автокредит,5047511.0,499686,3725853,713448,2020-08-26,16,1036645,3,2023-08-11,2999-12-31
6465485,559-599-365-914-162,Автокредит,4578274.0,460357,3316564,844742,2022-02-17,100,1410938,8,2023-08-11,2999-12-31
5568624,924-293-595-466-177,Кредит наличными,2953871.0,295753,3625341,687578,2022-02-17,40,1207827,2,2023-08-11,2999-12-31
6078572,492-992-528-973-472,Кредит наличными со страховкой,505388.0,426289,3053555,870702,2021-08-21,22,1966686,8,2023-08-11,2999-12-31
4367361,673-354-429-965-396,Ипотека,1160998.0,222741,3377687,977932,2022-08-16,10,1077248,1,2023-08-11,2999-12-31
2273797,804-186-209-601-423,Ипотека,1153709.0,124313,3627968,510203,2022-08-16,43,1965612,3,2023-08-11,2999-12-31
6673389,230-709-488-297-314,Кредит наличными со страховкой,3927950.0,449898,3975089,757991,2021-08-21,15,1562805,8,2023-08-11,2999-12-31
5435406,475-458-361-162-976,Автокредит,2506689.0,398626,3000218,579924,2021-08-21,13,1797341,2,2023-08-11,2999-12-31
2483795,974-856-649-196-106,Кредит наличными со страховкой,2294792.0,115568,3554937,648696,2020-08-26,31,1909999,3,2023-08-11,2999-12-31
8358802,427-973-909-703-138,Автокредит,3393412.0,345326,3717718,977634,2021-08-21,82,1532604,4,2023-08-11,2999-12-31
3501544,307-530-808-264-188,Кредит наличными,1833559.0,185265,3966303,726968,2020-08-26,73,1773733,6,2023-08-11,2999-12-31
5828205,372-651-170-439-600,Кредит наличными со страховкой,4396498.0,373325,3857708,646522,2021-08-21,107,1993660,2,2023-08-11,2999-12-31
7927895,789-795-298-942-552,Автокредит,1824439.0,171997,3800991,502478,2022-02-17,130,1934234,5,2023-08-11,2999-12-31
6946034,285-490-163-374-910,Кредит наличными со страховкой,1877626.0,113674,3519010,631044,2021-02-22,56,1777431,8,2023-08-11,2999-12-31
8567047,165-502-126-185-700,Автокредит,2593430.0,185181,3070676,923208,2021-08-21,109,1312068,4,2023-08-11,2999-12-31
8829608,858-129-533-627-176,Ипотека,3290983.0,294808,3772176,532555,2020-08-26,96,1347338,4,2023-08-11,2999-12-31
6740287,737-530-478-395-289,Автокредит,604995.0,162691,3966608,685741,2021-08-21,95,1891039,8,2023-08-11,2999-12-31
3751628,397-768-309-570-964,Кредит наличными,4215538.0,101462,3333556,978020,2021-02-22,54,1085928,6,2023-08-11,2999-12-31
8593209,491-738-791-844-740,Ипотека,2991004.0,279432,3366916,932573,2020-08-26,72,1352953,4,2023-08-11,2999-12-31
8208852,123-180-963-968-932,Кредит наличными,3362079.0,413775,3547540,772084,2020-08-26,79,1854644,4,2023-08-11,2999-12-31
5325899,221-878-638-578-668,Кредит наличными,1070325.0,106261,3706202,691386,2021-08-21,56,1337493,2,2023-08-11,2999-12-31
7874928,274-666-213-141-793,Автокредит,5325134.0,288221,3119509,587047,2020-08-26,107,1480961,5,2023-08-11,2999-12-31
3648363,541-552-678-796-424,Кредит наличными со страховкой,2831549.0,480802,3538891,915971,2022-02-17,59,1928128,6,2023-08-11,2999-12-31
7190062,141-388-261-246-532,Ипотека,1410814.0,389289,3779498,682123,2021-02-22,129,1378287,5,2023-08-11,2999-12-31
2115334,161-820-987-763-794,Автокредит,4509869.0,376195,3295090,606847,2021-02-22,48,1270012,3,2023-08-11,2999-12-31
6944683,966-871-161-726-386,Кредит наличными со страховкой,2075736.0,437634,3960952,801356,2022-02-17,12,1420049,8,2023-08-11,2999-12-31
7430479,852-612-429-351-139,Ипотека,3081523.0,265087,3581752,544665,2021-08-21,37,1597652,5,2023-08-11,2999-12-31
2967583,621-578-235-339-782,Кредит наличными со страховкой,3490324.0,392328,3561476,980576,2021-02-22,113,1766918,3,2023-08-11,2999-12-31
6692167,618-853-457-386-321,Ипотека,631679.0,167844,3459231,692987,2022-02-17,11,1499245,8,2023-08-11,2999-12-31
6994727,267-737-729-134-590,Ипотека,1498030.0,366881,3968226,706855,2022-02-17,126,1368004,8,2023-08-11,2999-12-31
3196775,177-193-216-434-667,Ипотека,1285171.0,189492,3290260,934695,2022-02-17,13,1904800,6,2023-08-11,2999-12-31
7403661,945-497-509-373-849,Автокредит,1057871.0,137250,3874483,801850,2021-02-22,107,1013189,5,2023-08-11,2999-12-31
4926127,204-712-429-926-346,Автокредит,936350.0,162346,3125814,630940,2022-08-16,45,1031050,1,2023-08-11,2999-12-31
8151873,696-667-832-887-761,Кредит наличными со страховкой,4926901.0,483805,3132252,741049,2022-08-16,98,1654176,4,2023-08-11,2999-12-31
6197424,663-148-194-876-667,Автокредит,3723248.0,231510,3585594,893025,2022-02-17,97,1190750,8,2023-08-11,2999-12-31
2121643,672-894-686-395-364,Кредит наличными,1642585.0,397502,3175708,514549,2020-08-26,31,1163510,3,2023-08-11,2999-12-31
3988553,840-747-420-475-447,Ипотека,4234424.0,284954,3150833,992518,2022-08-16,115,1634284,6,2023-08-11,2999-12-31
8823558,776-815-298-347-975,Кредит наличными со страховкой,644361.0,228948,3697069,888699,2020-08-26,108,1463155,4,2023-08-11,2999-12-31
3156446,155-338-306-437-207,Автокредит,2873002.0,370405,3813579,990862,2021-08-21,93,1829781,6,2023-08-11,2999-12-31
2021018,553-166-821-590-519,Автокредит,4330124.0,192367,3820665,753921,2021-08-21,84,1289152,3,2023-08-11,2999-12-31
2261367,678-231-136-518-105,Автокредит,5206667.0,218886,3865143,621915,2021-08-21,79,1038970,3,2023-08-11,2999-12-31
3056492,490-626-463-467-988,Автокредит,2053754.0,480261,3785984,785780,2021-08-21,50,1690023,6,2023-08-11,2999-12-31
3134369,930-557-289-374-701,Кредит наличными,5367164.0,353976,3396840,965979,2021-02-22,111,1905895,6,2023-08-11,2999-12-31
5935641,858-458-378-898-194,Автокредит,5338758.0,243024,3431079,899497,2022-08-16,100,1618124,2,2023-08-11,2999-12-31
4754748,729-331-696-871-460,Автокредит,1812821.0,433183,3215211,818849,2022-02-17,56,1396597,1,2023-08-11,2999-12-31
6644650,447-902-169-549-166,Кредит наличными,594677.0,259944,3158601,883180,2021-08-21,92,1761575,8,2023-08-11,2999-12-31
4177089,479-779-561-361-998,Автокредит,4954517.0,219624,3330018,698534,2022-08-16,123,1526081,1,2023-08-11,2999-12-31
2635021,842-678-549-943-680,Автокредит,1756003.0,381476,3422940,569330,2022-02-17,80,1673522,3,2023-08-11,2999-12-31
2109539,968-949-295-752-791,Автокредит,3749806.0,446758,3667569,892612,2021-08-21,40,1930358,3,2023-08-11,2999-12-31
6506654,612-263-425-602-185,Автокредит,4540679.0,331010,3306360,588355,2021-08-21,13,1398392,8,2023-08-11,2999-12-31
7883839,347-836-232-600-370,Ипотека,880226.0,257362,3121965,670456,2020-08-26,114,1781484,5,2023-08-11,2999-12-31
4898658,689-177-668-604-352,Кредит наличными со страховкой,4303704.0,472509,3617307,758170,2022-08-16,39,1962834,1,2023-08-11,2999-12-31
6225911,709-379-584-239-891,Автокредит,1521896.0,258520,3828261,736316,2022-08-16,91,1995890,8,2023-08-11,2999-12-31
2933265,210-738-678-437-772,Ипотека,4065249.0,128009,3653335,505812,2022-08-16,106,1600044,3,2023-08-11,2999-12-31
4453111,566-706-631-652-298,Ипотека,1874437.0,323062,3048874,909802,2020-08-26,43,1100356,1,2023-08-11,2999-12-31
7862680,508-349-609-290-795,Кредит наличными со страховкой,2100580.0,153568,3706378,988364,2020-08-26,12,1516023,5,2023-08-11,2999-12-31
7716552,845-508-798-507-781,Кредит наличными со страховкой,2575551.0,267739,3391801,673098,2022-08-16,35,1653729,5,2023-08-11,2999-12-31
2957547,689-177-210-256-953,Кредит наличными,1017323.0,138123,3724368,951640,2021-08-21,85,1487159,3,2023-08-11,2999-12-31
4353911,252-222-707-721-478,Кредит наличными со страховкой,3466896.0,424967,3676420,902043,2022-08-16,104,1434783,1,2023-08-11,2999-12-31
5231370,445-686-908-876-828,Автокредит,2453130.0,216704,3993415,678464,2020-08-26,94,1052722,2,2023-08-11,2999-12-31
4259967,574-776-810-690-324,Автокредит,2318606.0,199905,3649806,635477,2020-08-26,124,1349364,1,2023-08-11,2999-12-31
7296850,957-330-308-969-541,Автокредит,701705.0,144854,3768421,852434,2022-02-17,102,1176555,5,2023-08-11,2999-12-31
3095241,974-256-684-483-436,Автокредит,3910569.0,425836,3758978,622761,2021-08-21,67,1513279,6,2023-08-11,2999-12-31
4794344,618-697-323-104-361,Кредит наличными со страховкой,1891968.0,461917,3430855,569785,2020-08-26,70,1692336,1,2023-08-11,2999-12-31
4710660,442-516-585-535-828,Ипотека,1356245.0,130551,3997942,776306,2021-02-22,52,1696204,1,2023-08-11,2999-12-31
4364084,126-357-238-463-716,Кредит наличными,2955979.0,370521,3673575,567514,2021-02-22,29,1100393,1,2023-08-11,2999-12-31
3321033,905-921-795-138-499,Кредит наличными,4041702.0,108455,3908806,908977,2021-02-22,103,1757816,6,2023-08-11,2999-12-31
3733872,711-367-935-483-848,Ипотека,3150894.0,227554,3978087,523539,2022-02-17,65,1528611,6,2023-08-11,2999-12-31
4759686,605-132-274-964-956,Ипотека,4584253.0,336726,3264533,834326,2020-08-26,37,1909456,1,2023-08-11,2999-12-31
8216971,784-716-460-992-430,Кредит наличными,1200332.0,435273,3698917,652539,2022-08-16,62,1903674,4,2023-08-11,2999-12-31
2703749,489-563-403-773-545,Кредит наличными со страховкой,4198944.0,262512,3744886,620790,2021-08-21,105,1617286,3,2023-08-11,2999-12-31
5799714,297-211-930-913-656,Кредит наличными со страховкой,3584737.0,117711,3717768,515366,2022-08-16,103,1870218,2,2023-08-11,2999-12-31
4956112,872-499-885-413-905,Автокредит,3729133.0,465201,3167184,810492,2022-08-16,85,1476633,1,2023-08-11,2999-12-31
7752636,540-652-905-827-859,Кредит наличными со страховкой,1442689.0,439884,3427293,513378,2021-02-22,39,1778097,5,2023-08-11,2999-12-31
2829293,855-418-288-313-475,Автокредит,3440441.0,111194,3192808,731059,2021-02-22,93,1692258,3,2023-08-11,2999-12-31
6466676,897-105-874-884-577,Кредит наличными со страховкой,5331158.0,309154,3690509,561917,2021-02-22,117,1560031,8,2023-08-11,2999-12-31
3846347,621-795-641-891-868,Ипотека,1955159.0,166294,3787022,700493,2021-02-22,72,1993081,6,2023-08-11,2999-12-31
7751095,600-226-476-520-769,Кредит наличными,5239805.0,443092,3959781,631978,2020-08-26,117,1802589,5,2023-08-11,2999-12-31
8964788,455-802-205-358-251,Кредит наличными со страховкой,649150.0,244790,3826110,775009,2021-08-21,126,1447428,4,2023-08-11,2999-12-31
2516507,183-276-988-185-158,Кредит наличными,4357871.0,387659,3471945,598732,2021-08-21,99,1307662,3,2023-08-11,2999-12-31
6127535,190-590-124-378-584,Ипотека,3117458.0,172029,3920834,700448,2021-02-22,18,1833876,8,2023-08-11,2999-12-31
3512591,450-180-311-749-681,Кредит наличными со страховкой,1965880.0,298106,3219596,801721,2020-08-26,76,1953610,6,2023-08-11,2999-12-31
7391345,611-898-706-883-553,Кредит наличными со страховкой,5548295.0,216395,3803502,846796,2021-08-21,18,1776467,5,2023-08-11,2999-12-31
6231778,445-278-738-223-621,Кредит наличными со страховкой,1961248.0,482905,3223504,918512,2022-02-17,60,1560951,8,2023-08-11,2999-12-31
6855290,295-340-711-663-906,Кредит наличными со страховкой,5323987.0,489464,3337671,933757,2022-08-16,65,1241663,8,2023-08-11,2999-12-31
4919500,994-986-476-524-882,Автокредит,4427870.0,308897,3252148,651469,2020-08-26,28,1563063,1,2023-08-11,2999-12-31
5009436,508-483-879-693-812,Автокредит,5594846.0,115850,3901308,560282,2022-08-16,14,1493559,2,2023-08-11,2999-12-31
7661255,850-982-639-421-996,Кредит наличными,3694873.0,261552,3710701,547662,2020-08-26,86,1351327,5,2023-08-11,2999-12-31
7439241,963-380-308-421-833,Автокредит,533517.0,350821,3286827,708030,2021-02-22,57,1884301,5,2023-08-11,2999-12-31
7796238,353-654-458-558-272,Ипотека,1389235.0,347011,3734443,720072,2021-02-22,114,1043740,5,2023-08-11,2999-12-31
2114128,504-688-338-274-963,Автокредит,5254330.0,214926,3793976,703090,2022-02-17,67,1254917,3,2023-08-11,2999-12-31
2882621,189-160-213-701-352,Кредит наличными,4606499.0,224250,3499782,993763,2022-08-16,44,1302002,3,2023-08-11,2999-12-31
5561170,935-638-224-886-503,Автокредит,883334.0,379963,3752663,554641,2020-08-26,38,1998038,2,2023-08-11,2999-12-31
8331872,941-180-402-859-267,Автокредит,1090194.0,164691,3190354,920378,2020-08-26,29,1291957,4,2023-08-11,2999-12-31
4993398,709-414-143-395-149,Автокредит,1741420.0,335995,3474958,783591,2022-08-16,103,1055414,1,2023-08-11,2999-12-31
6414042,187-761-219-929-129,Ипотека,1531711.0,270257,3452536,753615,2022-08-16,128,1549392,8,2023-08-11,2999-12-31
2813199,571-858-316-969-587,Ипотека,2340811.0,126728,3508408,647173,2021-08-21,31,1574474,3,2023-08-11,2999-12-31
7951427,697-495-279-525-594,Кредит наличными со страховкой,2260757.0,398101,3389700,671651,2021-08-21,57,1392178,5,2023-08-11,2999-12-31
3379566,878-779-229-620-198,Кредит наличными со страховкой,2345236.0,488740,3027195,896761,2022-02-17,80,1101463,6,2023-08-11,2999-12-31
8032346,271-885-793-416-893,Кредит наличными,2998432.0,229967,3333099,743560,2022-08-16,118,1330624,4,2023-08-11,2999-12-31
2216441,727-104-256-707-728,Кредит наличными со страховкой,594487.0,163396,3587086,771627,2021-08-21,96,1778890,3,2023-08-11,2999-12-31
2162184,464-149-781-780-582,Ипотека,4017100.0,203764,3530578,785828,2022-02-17,83,1617124,3,2023-08-11,2999-12-31
7470834,783-618-814-886-503,Автокредит,3302826.0,297605,3857244,894197,2022-08-16,83,1419987,5,2023-08-11,2999-12-31
6999717,374-972-159-261-726,Кредит наличными со страховкой,2964107.0,104046,3787820,504728,2020-08-26,57,1563485,8,2023-08-11,2999-12-31
7266574,871-784-780-762-889,Автокредит,2303605.0,124404,3464512,783336,2021-02-22,77,1486565,5,2023-08-11,2999-12-31
3421116,548-538-287-445-221,Кредит наличными,3903394.0,450676,3272140,519631,2021-02-22,22,1115148,6,2023-08-11,2999-12-31
2486954,805-109-568-346-296,Ипотека,1496223.0,277678,3365143,755784,2021-08-21,76,1887537,3,2023-08-11,2999-12-31
