"account_rk","currency_name","department_rk","effective_date","account_in_sum","account_out_sum"
2434132,YEN,18,2023-01-09,26261,86149
2434132,YEN,18,2023-01-10,86149,156946
2434132,YEN,18,2023-01-11,156946,169730
2434132,YEN,18,2023-01-12,169730,232249
2434132,YEN,18,2023-01-13,232249,281438
2434132,YEN,18,2023-01-14,281438,325621
2434132,YEN,18,2023-01-15,325621,356596
2434132,YEN,18,2023-01-16,356596,379040
2434132,YEN,18,2023-01-17,379040,424044
2434132,YEN,18,2023-01-18,424044,435040
2434132,YEN,18,2023-01-19,435040,454473
2436670,KZT,78,2023-01-08,0,23054
2436670,KZT,78,2023-01-09,23054,32194
2436670,KZT,78,2023-01-10,32194,54227
2436670,KZT,78,2023-01-11,54227,125412
2436670,KZT,78,2023-01-12,125412,192615
2436670,KZT,78,2023-01-13,192615,212911
2436670,KZT,78,2023-01-14,212911,271224
2436670,KZT,78,2023-01-15,271224,341099
2436670,KZT,78,2023-01-16,341099,411359
2437500,RUB,79,2023-01-23,0,39042
2437500,RUB,79,2023-01-24,39042,67545
2437500,RUB,79,2023-01-25,67545,116653
2437500,RUB,79,2023-01-26,116653,174710
2437500,RUB,79,2023-01-27,174710,187447
2437500,RUB,79,2023-01-28,187447,198659
2437500,RUB,79,2023-01-29,198659,261230
2437500,RUB,79,2023-01-30,261230,286491
2437500,RUB,79,2023-01-31,286491,317957
2439103,RUB,25,2023-01-10,0,66249
2439103,RUB,25,2023-01-11,66249,138289
2439103,RUB,25,2023-01-12,138289,178801
2439103,RUB,25,2023-01-13,178801,231905
2439103,RUB,25,2023-01-14,231905,233140
2439103,RUB,25,2023-01-15,233140,284441
2439103,RUB,25,2023-01-16,284441,289317
2439103,RUB,25,2023-01-17,289317,330093
2439103,RUB,25,2023-01-18,330093,359378
2439103,RUB,25,2023-01-19,359378,387416
2439103,RUB,25,2023-01-20,387416,433287
2439103,RUB,25,2023-01-21,433287,477288
2439103,RUB,25,2023-01-22,477288,530672
2439103,RUB,25,2023-01-23,530672,562378
2439103,RUB,25,2023-01-24,562378,590507
2439103,RUB,25,2023-01-25,590507,611971
2439103,RUB,25,2023-01-26,611971,675254
2439103,RUB,25,2023-01-27,675254,694239
2443134,USD,27,2023-01-27,0,61966
2443134,USD,27,2023-01-28,61966,122694
2443134,USD,27,2023-01-29,122694,166739
2443134,USD,27,2023-01-30,166739,187349
2443134,USD,27,2023-01-31,187349,217189
2443134,USD,27,2023-02-01,217189,222245
2443134,USD,27,2023-02-02,222245,245795
2443134,USD,27,2023-02-03,245795,307305
2443134,USD,27,2023-02-04,307305,373094
2443134,USD,27,2023-02-05,373094,429634
2443134,USD,27,2023-02-06,429634,467134
2443134,USD,27,2023-02-07,467134,534536
2444176,YEN,63,2023-01-11,0,60247
2444176,YEN,63,2023-01-12,60247,132029
2444176,YEN,63,2023-01-13,132029,188925
2444176,YEN,63,2023-01-14,188925,236251
2444176,YEN,63,2023-01-15,236251,251842
2444176,YEN,63,2023-01-16,251842,265411
2444176,YEN,63,2023-01-17,265411,323128
2444176,YEN,63,2023-01-18,323128,346735
2444176,YEN,63,2023-01-19,346735,391423
2444176,YEN,63,2023-01-20,391423,420241
2444176,YEN,63,2023-01-21,420241,425706
2444176,YEN,63,2023-01-22,425706,481455
2444176,YEN,63,2023-01-23,481455,541922
2444176,YEN,63,2023-01-24,541922,602884
2444176,YEN,63,2023-01-25,602884,636275
2444355,YEN,16,2023-01-24,0,74552
2444355,YEN,16,2023-01-25,74552,114352
2444355,YEN,16,2023-01-26,114352,149450
2444355,YEN,16,2023-01-27,149450,157760
2444355,YEN,16,2023-01-28,157760,196244
2444355,YEN,16,2023-01-29,196244,198321
2444355,YEN,16,2023-01-30,198321,270679
2444355,YEN,16,2023-01-31,270679,286442
2444355,YEN,16,2023-02-01,286442,341612
2444876,EUR,112,2023-01-16,0,36048
2444876,EUR,112,2023-01-17,36048,49413
2444876,EUR,112,2023-01-18,49413,111653
2447900,KZT,62,2023-01-18,0,52952
2447900,KZT,62,2023-01-19,52952,107265
2447900,KZT,62,2023-01-20,107265,157548
2447900,KZT,62,2023-01-21,157548,177961
2447900,KZT,62,2023-01-22,177961,206633
2447900,KZT,62,2023-01-23,206633,281058
2447900,KZT,62,2023-01-24,281058,315681
2447900,KZT,62,2023-01-25,315681,363217
2447900,KZT,62,2023-01-26,363217,396627
2447900,KZT,62,2023-01-27,396627,458411
2447900,KZT,62,2023-01-28,458411,463182
2447900,KZT,62,2023-01-29,463182,505177
2448446,RUB,71,2023-01-28,0,25874
2448446,RUB,71,2023-01-29,25874,91537
2448446,RUB,71,2023-01-30,91537,110304
2448446,RUB,71,2023-01-31,110304,144086
2448446,RUB,71,2023-02-01,144086,190058
2448446,RUB,71,2023-02-02,190058,195660
2449269,RUB,90,2023-01-28,0,25159
2449269,RUB,90,2023-01-29,25159,57128
2449269,RUB,90,2023-01-30,57128,108026
2449269,RUB,90,2023-01-31,108026,169232
2449269,RUB,90,2023-02-01,169232,232287
2449269,RUB,90,2023-02-02,232287,246581
2449269,RUB,90,2023-02-03,246581,256342
2449269,RUB,90,2023-02-04,256342,313683
2449269,RUB,90,2023-02-05,313683,379165
2449269,RUB,90,2023-02-06,379165,381199
2449269,RUB,90,2023-02-07,381199,393883
2449269,RUB,90,2023-02-08,393883,400324
2449269,RUB,90,2023-02-09,400324,444681
2449269,RUB,90,2023-02-10,444681,447808
2449269,RUB,90,2023-02-11,447808,509770
2449269,RUB,90,2023-02-12,509770,555300
2449269,RUB,90,2023-02-13,555300,573722
2449269,RUB,90,2023-02-14,573722,613781
2449516,USD,48,2023-01-14,0,63487
2449516,USD,48,2023-01-15,63487,96461
2449516,USD,48,2023-01-16,96461,126707
2450036,RUB,21,2023-01-14,0,4756
2450036,RUB,21,2023-01-15,4756,6238
2450036,RUB,21,2023-01-16,6238,55276
2450036,RUB,21,2023-01-17,55276,61320
2450036,RUB,21,2023-01-18,61320,79699
2450036,RUB,21,2023-01-19,79699,119491
2451166,RUB,112,2023-01-10,0,60847
2451166,RUB,112,2023-01-11,60847,109925
2451166,RUB,112,2023-01-12,109925,119519
2451166,RUB,112,2023-01-13,119519,187539
2451166,RUB,112,2023-01-14,187539,248379
2451166,RUB,112,2023-01-15,248379,316501
2451166,RUB,112,2023-01-16,316501,366405
2451166,RUB,112,2023-01-17,366405,424879
2451166,RUB,112,2023-01-18,424879,469970
2451166,RUB,112,2023-01-19,469970,540841
2451166,RUB,112,2023-01-20,540841,544522
2451166,RUB,112,2023-01-21,544522,588408
2457875,USD,43,2023-01-07,0,4162
2457875,USD,43,2023-01-08,4162,49472
2457875,USD,43,2023-01-09,49472,93572
2458057,RUB,103,2023-01-26,0,8956
2458057,RUB,103,2023-01-27,8956,31319
2458057,RUB,103,2023-01-28,31319,94298
2458057,RUB,103,2023-01-29,94298,132884
2458057,RUB,103,2023-01-30,132884,181555
2458057,RUB,103,2023-01-31,181555,208285
2458057,RUB,103,2023-02-01,208285,233557
2458057,RUB,103,2023-02-02,233557,266252
2458057,RUB,103,2023-02-03,266252,279022
2458057,RUB,103,2023-02-04,279022,319379
2458057,RUB,103,2023-02-05,319379,386435
2458057,RUB,103,2023-02-06,386435,432741
2458950,USD,92,2023-01-11,0,23756
2458950,USD,92,2023-01-12,23756,29437
2458950,USD,92,2023-01-13,29437,47980
2458950,USD,92,2023-01-14,47980,105491
2458950,USD,92,2023-01-15,105491,119939
2458950,USD,92,2023-01-16,119939,156497
2458950,USD,92,2023-01-17,156497,163470
2458950,USD,92,2023-01-18,163470,206600
2458950,USD,92,2023-01-19,206600,266318
2458950,USD,92,2023-01-20,266318,266701
2458950,USD,92,2023-01-21,266701,322165
2458950,USD,92,2023-01-22,322165,355018
2460075,RUB,63,2023-01-30,0,50330
2460075,RUB,63,2023-01-31,50330,116513
2460075,RUB,63,2023-02-01,116513,135103
2460075,RUB,63,2023-02-02,135103,147672
2460075,RUB,63,2023-02-03,147672,190008
2460075,RUB,63,2023-02-04,190008,253111
2460075,RUB,63,2023-02-05,253111,263819
2460075,RUB,63,2023-02-06,263819,318315
2460075,RUB,63,2023-02-07,318315,380704
2460075,RUB,63,2023-02-08,380704,418176
2460075,RUB,63,2023-02-09,418176,432859
2460075,RUB,63,2023-02-10,432859,467390
2460075,RUB,63,2023-02-11,467390,485252
2460075,RUB,63,2023-02-12,485252,506959
2460075,RUB,63,2023-02-13,506959,555317
2460990,EUR,27,2023-01-23,0,66839
2460990,EUR,27,2023-01-24,66839,99090
2460990,EUR,27,2023-01-25,99090,101309
2460990,EUR,27,2023-01-26,101309,111715
2460990,EUR,27,2023-01-27,111715,184994
2460990,EUR,27,2023-01-28,184994,195967
2462256,KZT,110,2023-01-11,0,58570
2462256,KZT,110,2023-01-12,58570,127201
2462256,KZT,110,2023-01-13,127201,197484
2462256,KZT,110,2023-01-14,197484,214345
2462256,KZT,110,2023-01-15,214345,248672
2462256,KZT,110,2023-01-16,248672,272479
2462904,YEN,64,2023-01-22,0,16584
2462904,YEN,64,2023-01-23,16584,21166
2462904,YEN,64,2023-01-24,21166,65102
2462904,YEN,64,2023-01-25,65102,88074
2462904,YEN,64,2023-01-26,88074,106180
2462904,YEN,64,2023-01-27,106180,139525
2462904,YEN,64,2023-01-28,139525,155435
2462904,YEN,64,2023-01-29,155435,210854
2462904,YEN,64,2023-01-30,210854,229386
2462904,YEN,64,2023-01-31,229386,293586
2462904,YEN,64,2023-02-01,293586,326306
2462904,YEN,64,2023-02-02,326306,385706
2462904,YEN,64,2023-02-03,385706,412837
2462904,YEN,64,2023-02-04,412837,417939
2462904,YEN,64,2023-02-05,417939,487279
2463225,USD,63,2023-01-15,0,46901
2463225,USD,63,2023-01-16,46901,87064
2463225,USD,63,2023-01-17,87064,147657
2463225,USD,63,2023-01-18,147657,169643
2463225,USD,63,2023-01-19,169643,172687
2463225,USD,63,2023-01-20,172687,175467
2463845,RUB,44,2023-01-08,0,72337
2463845,RUB,44,2023-01-09,72337,143477
2463845,RUB,44,2023-01-10,143477,194050
2463845,RUB,44,2023-01-11,194050,237993
2463845,RUB,44,2023-01-12,237993,258645
2463845,RUB,44,2023-01-13,258645,279543
2463845,RUB,44,2023-01-14,279543,305786
2463845,RUB,44,2023-01-15,305786,328316
2463845,RUB,44,2023-01-16,328316,388461
2464918,EUR,113,2023-01-24,0,7618
2464918,EUR,113,2023-01-25,7618,8153
2464918,EUR,113,2023-01-26,8153,11413
2464918,EUR,113,2023-01-27,11413,41647
2464918,EUR,113,2023-01-28,41647,100870
2464918,EUR,113,2023-01-29,100870,105891
2464918,EUR,113,2023-01-30,105891,156953
2464918,EUR,113,2023-01-31,156953,163855
2464918,EUR,113,2023-02-01,163855,215964
2464918,EUR,113,2023-02-02,215964,231833
2464918,EUR,113,2023-02-03,231833,260420
2464918,EUR,113,2023-02-04,260420,270366
2464918,EUR,113,2023-02-05,270366,343314
2464918,EUR,113,2023-02-06,343314,350420
2464918,EUR,113,2023-02-07,350420,414627
2464918,EUR,113,2023-02-08,414627,487824
2464918,EUR,113,2023-02-09,487824,529665
2464918,EUR,113,2023-02-10,529665,543846
2465904,EUR,23,2023-01-08,0,32404
2465904,EUR,23,2023-01-09,32404,69303
2465904,EUR,23,2023-01-10,69303,143284
2468162,EUR,95,2023-01-26,0,17686
2468162,EUR,95,2023-01-27,17686,25895
2468162,EUR,95,2023-01-28,25895,49468
2468244,RUB,99,2023-01-27,0,51489
2468244,RUB,99,2023-01-28,51489,67815
2468244,RUB,99,2023-01-29,67815,129399
2468244,RUB,99,2023-01-30,129399,187518
2468244,RUB,99,2023-01-31,187518,252696
2468244,RUB,99,2023-02-01,252696,322008
2468244,RUB,99,2023-02-02,322008,390541
2468244,RUB,99,2023-02-03,390541,459573
2468244,RUB,99,2023-02-04,459573,520035
2468244,RUB,99,2023-02-05,520035,594488
2468244,RUB,99,2023-02-06,594488,636134
2468244,RUB,99,2023-02-07,636134,661582
2470189,RUB,14,2023-01-17,0,10256
2470189,RUB,14,2023-01-18,10256,21763
2470189,RUB,14,2023-01-19,21763,32780
2470440,RUB,22,2023-01-15,0,65120
2470440,RUB,22,2023-01-16,65120,95826
2470440,RUB,22,2023-01-17,95826,163945
2470440,RUB,22,2023-01-18,163945,196631
2470440,RUB,22,2023-01-19,196631,260243
2470440,RUB,22,2023-01-20,260243,326073
2470440,RUB,22,2023-01-21,326073,351684
2470440,RUB,22,2023-01-22,351684,382376
2470440,RUB,22,2023-01-23,382376,405813
2470440,RUB,22,2023-01-24,405813,472295
2470440,RUB,22,2023-01-25,472295,542955
2470440,RUB,22,2023-01-26,542955,583807
2470440,RUB,22,2023-01-27,583807,588115
2470440,RUB,22,2023-01-28,588115,629925
2470440,RUB,22,2023-01-29,629925,679874
2470440,RUB,22,2023-01-30,679874,754253
2470440,RUB,22,2023-01-31,754253,810990
2470440,RUB,22,2023-02-01,810990,819571
2470846,EUR,14,2023-01-06,0,43791
2470846,EUR,14,2023-01-07,43791,117071
2470846,EUR,14,2023-01-08,117071,171722
2471576,YEN,105,2023-01-25,0,65876
2471576,YEN,105,2023-01-26,65876,127896
2471576,YEN,105,2023-01-27,127896,170680
2471576,YEN,105,2023-01-28,170680,195124
2471576,YEN,105,2023-01-29,195124,222376
2471576,YEN,105,2023-01-30,222376,234037
2471576,YEN,105,2023-01-31,234037,303458
2471576,YEN,105,2023-02-01,303458,364017
2471576,YEN,105,2023-02-02,364017,431761
2471576,YEN,105,2023-02-03,431761,494252
2471576,YEN,105,2023-02-04,494252,563115
2471576,YEN,105,2023-02-05,563115,572443
2471576,YEN,105,2023-02-06,572443,603463
2471576,YEN,105,2023-02-07,603463,628204
2471576,YEN,105,2023-02-08,628204,633772
2471576,YEN,105,2023-02-09,633772,680167
2471576,YEN,105,2023-02-10,680167,688650
2471576,YEN,105,2023-02-11,688650,702338
2471969,RUB,91,2023-01-11,0,38199
2471969,RUB,91,2023-01-12,38199,68040
2471969,RUB,91,2023-01-13,68040,105308
2471969,RUB,91,2023-01-14,105308,150962
2471969,RUB,91,2023-01-15,150962,205627
2471969,RUB,91,2023-01-16,205627,275527
2471969,RUB,91,2023-01-17,275527,330098
2471969,RUB,91,2023-01-18,330098,355650
2471969,RUB,91,2023-01-19,355650,369834
2471969,RUB,91,2023-01-20,369834,385939
2471969,RUB,91,2023-01-21,385939,405261
2471969,RUB,91,2023-01-22,405261,475305
2471969,RUB,91,2023-01-23,475305,506272
2471969,RUB,91,2023-01-24,506272,573678
2471969,RUB,91,2023-01-25,573678,629774
2472735,EUR,32,2023-01-12,0,40119
2472735,EUR,32,2023-01-13,40119,53909
2472735,EUR,32,2023-01-14,53909,77394
2473319,USD,73,2023-01-29,0,213
2473319,USD,73,2023-01-30,213,12411
2473319,USD,73,2023-01-31,12411,32527
2473319,USD,73,2023-02-01,32527,45910
2473319,USD,73,2023-02-02,45910,89771
2473319,USD,73,2023-02-03,89771,131198
2473319,USD,73,2023-02-04,131198,178157
2473319,USD,73,2023-02-05,178157,205034
2473319,USD,73,2023-02-06,205034,224874
2473319,USD,73,2023-02-07,224874,295872
2473319,USD,73,2023-02-08,295872,364369
2473319,USD,73,2023-02-09,364369,429948
2473319,USD,73,2023-02-10,429948,450907
2473319,USD,73,2023-02-11,450907,520955
2473319,USD,73,2023-02-12,520955,559501
2473319,USD,73,2023-02-13,559501,609589
2473319,USD,73,2023-02-14,609589,623403
2473319,USD,73,2023-02-15,623403,627150
2473988,RUB,52,2023-01-15,0,62912
2473988,RUB,52,2023-01-16,62912,72513
2473988,RUB,52,2023-01-17,72513,121698
2473988,RUB,52,2023-01-18,121698,167402
2473988,RUB,52,2023-01-19,167402,204116
2473988,RUB,52,2023-01-20,204116,236468
2473988,RUB,52,2023-01-21,236468,291840
2473988,RUB,52,2023-01-22,291840,323197
2473988,RUB,52,2023-01-23,323197,339507
2473988,RUB,52,2023-01-24,339507,407044
2473988,RUB,52,2023-01-25,407044,430974
2473988,RUB,52,2023-01-26,430974,447231
2473988,RUB,52,2023-01-27,447231,470343
2473988,RUB,52,2023-01-28,470343,515484
2473988,RUB,52,2023-01-29,515484,554352
2473988,RUB,52,2023-01-30,554352,567817
2473988,RUB,52,2023-01-31,567817,617914
2473988,RUB,52,2023-02-01,617914,689840
2475223,EUR,128,2023-01-15,0,69834
2475223,EUR,128,2023-01-16,69834,122802
2475223,EUR,128,2023-01-17,122802,191051
2475223,EUR,128,2023-01-18,191051,228438
2475223,EUR,128,2023-01-19,228438,236237
2475223,EUR,128,2023-01-20,236237,250222
2475223,EUR,128,2023-01-21,250222,277531
2475223,EUR,128,2023-01-22,277531,326328
2475223,EUR,128,2023-01-23,326328,327366
2475595,KZT,114,2023-01-29,0,43546
2475595,KZT,114,2023-01-30,43546,102167
2475595,KZT,114,2023-01-31,102167,134345
2475595,KZT,114,2023-02-01,134345,152934
2475595,KZT,114,2023-02-02,152934,160445
2475595,KZT,114,2023-02-03,160445,178668
2476667,RUB,127,2023-01-08,0,50048
2476667,RUB,127,2023-01-09,50048,60681
2476667,RUB,127,2023-01-10,60681,126924
2476667,RUB,127,2023-01-11,126924,137384
2476667,RUB,127,2023-01-12,137384,203340
2476667,RUB,127,2023-01-13,203340,228709
2476667,RUB,127,2023-01-14,228709,230743
2476667,RUB,127,2023-01-15,230743,290798
2476667,RUB,127,2023-01-16,290798,348782
2476667,RUB,127,2023-01-17,348782,406562
2476667,RUB,127,2023-01-18,406562,432768
2476667,RUB,127,2023-01-19,432768,469762
2476667,RUB,127,2023-01-20,469762,543099
2476667,RUB,127,2023-01-21,543099,568151
2476667,RUB,127,2023-01-22,568151,570914
2476667,RUB,127,2023-01-23,570914,608296
2476667,RUB,127,2023-01-24,608296,673271
2476667,RUB,127,2023-01-25,673271,735503
2478577,YEN,130,2023-01-16,0,55417
2478577,YEN,130,2023-01-17,55417,69639
2478577,YEN,130,2023-01-18,69639,83058
2478577,YEN,130,2023-01-19,83058,147315
2478577,YEN,130,2023-01-20,147315,173332
2478577,YEN,130,2023-01-21,173332,243329
2478577,YEN,130,2023-01-22,243329,277714
2478577,YEN,130,2023-01-23,277714,339784
2478577,YEN,130,2023-01-24,339784,408701
2478577,YEN,130,2023-01-25,408701,416425
2478577,YEN,130,2023-01-26,416425,484136
2478577,YEN,130,2023-01-27,484136,527422
2478634,EUR,111,2023-01-17,0,49122
2478634,EUR,111,2023-01-18,49122,119955
2478634,EUR,111,2023-01-19,119955,137291
2478634,EUR,111,2023-01-20,137291,167415
2478634,EUR,111,2023-01-21,167415,199483
2478634,EUR,111,2023-01-22,199483,216333
2478936,RUB,93,2023-01-14,0,5736
2478936,RUB,93,2023-01-15,5736,15771
2478936,RUB,93,2023-01-16,15771,53927
2478988,RUB,125,2023-01-10,0,44942
2478988,RUB,125,2023-01-11,44942,102736
2478988,RUB,125,2023-01-12,102736,165403
2478988,RUB,125,2023-01-13,165403,227885
2478988,RUB,125,2023-01-14,227885,258802
2478988,RUB,125,2023-01-15,258802,305404
2478988,RUB,125,2023-01-16,305404,324497
2478988,RUB,125,2023-01-17,324497,398741
2478988,RUB,125,2023-01-18,398741,444059
2478988,RUB,125,2023-01-19,444059,470439
2478988,RUB,125,2023-01-20,470439,476805
2478988,RUB,125,2023-01-21,476805,512658
2481065,RUB,96,2023-01-10,0,72278
2481065,RUB,96,2023-01-11,72278,136213
2481065,RUB,96,2023-01-12,136213,205581
2481065,RUB,96,2023-01-13,205581,238636
2481065,RUB,96,2023-01-14,238636,278516
2481065,RUB,96,2023-01-15,278516,296718
2481065,RUB,96,2023-01-16,296718,307183
2481065,RUB,96,2023-01-17,307183,317471
2481065,RUB,96,2023-01-18,317471,384940
2481065,RUB,96,2023-01-19,384940,413288
2481065,RUB,96,2023-01-20,413288,454636
2481065,RUB,96,2023-01-21,454636,464154
2481619,KZT,28,2023-01-06,0,24293
2481619,KZT,28,2023-01-07,24293,65880
2481619,KZT,28,2023-01-08,65880,103487
2481619,KZT,28,2023-01-09,103487,120303
2481619,KZT,28,2023-01-10,120303,189337
2481619,KZT,28,2023-01-11,189337,234912
2484262,KZT,22,2023-01-14,0,59339
2484262,KZT,22,2023-01-15,59339,89193
2484262,KZT,22,2023-01-16,89193,124542
2484262,KZT,22,2023-01-17,124542,125631
2484262,KZT,22,2023-01-18,125631,157494
2484262,KZT,22,2023-01-19,157494,162160
2484881,RUB,20,2023-01-16,0,43451
2484881,RUB,20,2023-01-17,43451,102748
2484881,RUB,20,2023-01-18,102748,159990
2484881,RUB,20,2023-01-19,159990,176138
2484881,RUB,20,2023-01-20,176138,177099
2484881,RUB,20,2023-01-21,177099,208814
2484881,RUB,20,2023-01-22,208814,242017
2484881,RUB,20,2023-01-23,242017,255739
2484881,RUB,20,2023-01-24,255739,317159
2484881,RUB,20,2023-01-25,317159,318224
2484881,RUB,20,2023-01-26,318224,355670
2484881,RUB,20,2023-01-27,355670,429006
2484881,RUB,20,2023-01-28,429006,458509
2484881,RUB,20,2023-01-29,458509,474487
2484881,RUB,20,2023-01-30,474487,491071
2484881,RUB,20,2023-01-31,491071,497647
2484881,RUB,20,2023-02-01,497647,509866
2484881,RUB,20,2023-02-02,509866,536882
2485898,RUB,97,2023-01-28,0,34145
2485898,RUB,97,2023-01-29,34145,50685
2485898,RUB,97,2023-01-30,50685,66657
2485898,RUB,97,2023-01-31,66657,124374
2485898,RUB,97,2023-02-01,124374,196203
2485898,RUB,97,2023-02-02,196203,236438
2485898,RUB,97,2023-02-03,236438,286540
2485898,RUB,97,2023-02-04,286540,303387
2485898,RUB,97,2023-02-05,303387,352547
2485898,RUB,97,2023-02-06,352547,374627
2485898,RUB,97,2023-02-07,374627,375085
2485898,RUB,97,2023-02-08,375085,418948
2486853,RUB,71,2023-01-25,0,48515
2486853,RUB,71,2023-01-26,48515,69295
2486853,RUB,71,2023-01-27,69295,129019
2486853,RUB,71,2023-01-28,129019,196719
2486853,RUB,71,2023-01-29,196719,233469
2486853,RUB,71,2023-01-30,233469,284667
2486853,RUB,71,2023-01-31,284667,339724
2486853,RUB,71,2023-02-01,339724,349883
2486853,RUB,71,2023-02-02,349883,360381
2486853,RUB,71,2023-02-03,360381,434313
2486853,RUB,71,2023-02-04,434313,490172
2486853,RUB,71,2023-02-05,490172,524139
2486853,RUB,71,2023-02-06,524139,557076
2486853,RUB,71,2023-02-07,557076,595933
2486853,RUB,71,2023-02-08,595933,616143
2486853,RUB,71,2023-02-09,616143,646225
2486853,RUB,71,2023-02-10,646225,697386
2486853,RUB,71,2023-02-11,697386,724193
2488775,RUB,11,2023-01-21,0,38377
2488775,RUB,11,2023-01-22,38377,39193
2488775,RUB,11,2023-01-23,39193,112341
2488775,RUB,11,2023-01-24,112341,123787
2488775,RUB,11,2023-01-25,123787,140603
2488775,RUB,11,2023-01-26,140603,202770
2488775,RUB,11,2023-01-27,202770,222265
2488775,RUB,11,2023-01-28,222265,283083
2488775,RUB,11,2023-01-29,283083,296927
2490337,RUB,72,2023-01-30,0,23493
2490337,RUB,72,2023-01-31,23493,86897
2490337,RUB,72,2023-02-01,86897,134047
2490337,RUB,72,2023-02-02,134047,146802
2490337,RUB,72,2023-02-03,146802,150765
2490337,RUB,72,2023-02-04,150765,203100
2490337,RUB,72,2023-02-05,203100,220250
2490337,RUB,72,2023-02-06,220250,287245
2490337,RUB,72,2023-02-07,287245,357678
2490337,RUB,72,2023-02-08,357678,373942
2490337,RUB,72,2023-02-09,373942,415636
2490337,RUB,72,2023-02-10,415636,473784
2490884,USD,44,2023-01-07,0,29658
2490884,USD,44,2023-01-08,29658,78140
2490884,USD,44,2023-01-09,78140,109904
2490884,USD,44,2023-01-10,109904,173974
2490884,USD,44,2023-01-11,173974,222197
2490884,USD,44,2023-01-12,222197,234758
2490884,USD,44,2023-01-13,234758,244112
2490884,USD,44,2023-01-14,244112,280362
2490884,USD,44,2023-01-15,280362,340473
2490884,USD,44,2023-01-16,340473,378553
2490884,USD,44,2023-01-17,378553,380410
2490884,USD,44,2023-01-18,380410,393176
2490884,USD,44,2023-01-19,393176,461175
2490884,USD,44,2023-01-20,461175,481779
2490884,USD,44,2023-01-21,481779,512849
2490884,USD,44,2023-01-22,512849,531088
2490884,USD,44,2023-01-23,531088,591485
2490884,USD,44,2023-01-24,591485,609806
2491243,RUB,74,2023-01-17,0,2064
2491243,RUB,74,2023-01-18,2064,60856
2491243,RUB,74,2023-01-19,60856,108153
2491243,RUB,74,2023-01-20,108153,143361
2491243,RUB,74,2023-01-21,143361,150299
2491243,RUB,74,2023-01-22,150299,191104
2491243,RUB,74,2023-01-23,191104,196654
2491243,RUB,74,2023-01-24,196654,245569
2491243,RUB,74,2023-01-25,245569,270300
2491243,RUB,74,2023-01-26,270300,339616
2491243,RUB,74,2023-01-27,339616,376510
2491243,RUB,74,2023-01-28,376510,410287
2491243,RUB,74,2023-01-29,410287,423499
2491243,RUB,74,2023-01-30,423499,488992
2491243,RUB,74,2023-01-31,488992,493052
2491243,RUB,74,2023-02-01,493052,560487
2491243,RUB,74,2023-02-02,560487,590338
2491243,RUB,74,2023-02-03,590338,629803
2492509,RUB,110,2023-01-21,0,3187
2492509,RUB,110,2023-01-22,3187,38485
2492509,RUB,110,2023-01-23,38485,101398
2492509,RUB,110,2023-01-24,101398,129124
2492509,RUB,110,2023-01-25,129124,158731
2492509,RUB,110,2023-01-26,158731,213863
2492509,RUB,110,2023-01-27,213863,270375
2492509,RUB,110,2023-01-28,270375,296287
2492509,RUB,110,2023-01-29,296287,335513
2492681,USD,121,2023-01-22,0,61240
2492681,USD,121,2023-01-23,61240,63634
2492681,USD,121,2023-01-24,63634,122185
2492681,USD,121,2023-01-25,122185,152756
2492681,USD,121,2023-01-26,152756,212537
2492681,USD,121,2023-01-27,212537,273407
2492681,USD,121,2023-01-28,273407,281648
2492681,USD,121,2023-01-29,281648,292738
2492681,USD,121,2023-01-30,292738,319970
2492681,USD,121,2023-01-31,319970,323980
2492681,USD,121,2023-02-01,323980,330750
2492681,USD,121,2023-02-02,330750,356830
2492681,USD,121,2023-02-03,356830,409998
2492681,USD,121,2023-02-04,409998,428150
2492681,USD,121,2023-02-05,428150,438909
2492681,USD,121,2023-02-06,438909,458456
2492681,USD,121,2023-02-07,458456,512869
2492681,USD,121,2023-02-08,512869,516367
2494525,RUB,64,2023-01-16,0,16314
2494525,RUB,64,2023-01-17,16314,72372
2494525,RUB,64,2023-01-18,72372,95134
2494525,RUB,64,2023-01-19,95134,168229
2494525,RUB,64,2023-01-20,168229,218327
2494525,RUB,64,2023-01-21,218327,287857
2494525,RUB,64,2023-01-22,287857,332882
2494525,RUB,64,2023-01-23,332882,404225
2494525,RUB,64,2023-01-24,404225,442901
2494525,RUB,64,2023-01-25,442901,510401
2494525,RUB,64,2023-01-26,510401,582563
2494525,RUB,64,2023-01-27,582563,644465
2495065,RUB,66,2023-01-19,0,20850
2495065,RUB,66,2023-01-20,20850,22121
2495065,RUB,66,2023-01-21,22121,94570
2495065,RUB,66,2023-01-22,94570,138665
2495065,RUB,66,2023-01-23,138665,149180
2495065,RUB,66,2023-01-24,149180,176156
2495065,RUB,66,2023-01-25,176156,230952
2495065,RUB,66,2023-01-26,230952,260953
2495065,RUB,66,2023-01-27,260953,320152
2497209,RUB,17,2023-01-12,0,44654
2497209,RUB,17,2023-01-13,44654,75950
2497209,RUB,17,2023-01-14,75950,126216
2497209,RUB,17,2023-01-15,126216,195341
2497209,RUB,17,2023-01-16,195341,212553
2497209,RUB,17,2023-01-17,212553,226216
2498875,USD,89,2023-01-11,0,42495
2498875,USD,89,2023-01-12,42495,81929
2498875,USD,89,2023-01-13,81929,144326
2498875,USD,89,2023-01-14,144326,200377
2498875,USD,89,2023-01-15,200377,238899
